investor_type,green_focus,confidence_type,confidence_green,reasoning,investor_id,investor_name
OTHER,TRADITIONAL,low,medium,"The name 'Techscaler' does not provide clear indications of the type of investor. Without a description, it cannot be definitively classified as GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC or OTHER.",7965,Techscaler
PARSE_ERROR,PARSE_ERROR,low,low,"unparseable_response:  {
""investor_type"": ""IVC"",
""green_focus"": ""TRADITIONAL"",
""confidence_type"": ""low"",
""confidence_green"": ""low"",
""reasoning"": ""The investor is a serial founder and technologist, not affiliated with any g",7968,David Weekly
GVC,GREEN_VC,high,high,"Chemovator is a venture created by BASF, a large multinational chemical corporation. As it is affiliated with a private corporation, it falls under the CVC category. However, since BASF is a for-profit company and not a government body, it is not classified as a GVC. Therefore, it must be an IVC. Ho",7979,Chemovator
GVC,GREEN_VC,high,high,"BP Launchpad is a venture initiative by BP, a multinational oil and gas company. As it is associated with a non-government corporation, it falls under the CVC category. However, since BP is a government-owned entity (majority owned by the British Government), it is classified as a GVC.",7992,BP Launchpad
OTHER,TRADITIONAL,low,low,"The investor's name does not provide clear indications of its type. Without a description or more context, it cannot be definitively classified as GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC, or OTHER.",8026,Tassaka Invest
OTHER,GREEN_VC,medium,high,"The name 'Triggering Exponential Climate Action' suggests a focus on climate action, making it an Impact_VC or OTHER. However, since there is no clear affiliation with a government body, university, corporation, bank, or angel network, it falls under the OTHER category. The green focus is high due t",8041,Triggering Exponential Climate Action
OTHER,GREEN_VC,medium,high,"The name Xavaav Capital does not clearly indicate a specific type of venture capital investor. However, given the focus on high-tech investment opportunities in BC, it is likely an independent private firm (IVC). The green focus is high due to the mention of high-tech opportunities, which often incl",8045,Xavaav Capital
GVC,TRADITIONAL,low,low,"The name Denso does not provide clear indication of its ownership or affiliation. As it is a corporation, it could potentially be a CVC, IVC, or even an Angel Network. However, without a description or further context, it's difficult to definitively classify the investor.",8059,Denso
OTHER,TRADITIONAL,low,medium,"The investor's name does not provide a clear indication of its type. It is neither a government venture capital (GVC), corporate venture capital (CVC), independent venture capital (IVC), impact venture capital (Impact_VC), bank venture capital (Bank_VC), angel network, university venture capital, no",8157,Canso Select Opportunities
OTHER,TRADITIONAL,low,low,"Bemis Associates is a private company specializing in adhesives and bonding solutions, not a government entity, university, corporation, bank, or angel network. However, without specific information about their investment focus or mission, it cannot be definitively classified as an Impact_VC or GVC.",8192,Bemis Associates
OTHER,GREEN_VC,low,high,"The name 'Cartography Capital' does not provide clear indications of the investor type. However, given its focus on climate-related projects (as suggested by the name), it is classified as a Green Venture Capitalist (GVC) with high confidence in the green focus.",8219,Cartography Capital
OTHER,GREEN_VC,medium,high,"The investor name 'TI- Capital' does not clearly indicate a specific type. However, given that it is based in China and the description provided is in Chinese, it might be a government-backed venture capital firm (GVC). The green focus is high due to the context of the investment focus being on clim",8251,TI- Capital
GVC,TRADITIONAL,medium,medium,"Dräger is a company that produces medical and safety technology, not a government entity or a corporation. However, without specific information about its ventures, it's difficult to definitively classify it as an IVC, Impact_VC, CVC, Bank_VC, Angel_Network, University_VC, or OTHER. As for the green",8255,Dräger
GVC,GREEN_VC,high,high,"Catalyze CU is a venture capital investor affiliated with a university (CU likely stands for University of Colorado). As such, it falls under the category of University_VC.",8264,Catalyze CU
OTHER,GREEN_VC,medium,high,"The name 'Ynsect' does not provide clear indications of the investor type. However, given its focus on green ventures (insect farming for sustainable protein), it is classified as a Green Venture Capitalist (GVC) with a medium confidence level.",8302,Ynsect
GVC,GREEN_VC,high,high,"EPFL Innovation Park is affiliated with EPFL (Ecole Polytechnique Fédérale de Lausanne), a Swiss university. As such, it falls under the category of University_VC. However, since it's a part of a specific university and not a generic national science agency, it is classified as University_VC.",8312,EPFL Innovation Park
OTHER,TRADITIONAL,low,low,"EG Group is a private company dedicated to serving convenience needs, not a government body, university, corporation, bank, or angel network. However, without specific information about their investment focus, it cannot be definitively classified as GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, ",8320,EG Group
GVC,GREEN_VC,high,high,"E.ON Strategic Co-Investments is a strategic co-investment arm of E.ON, a German energy company. Given that it's a subsidiary of a private corporation, it falls under the CVC category. However, since E.ON is a large multinational corporation in the energy sector, it's likely that this venture capita",8335,E.ON Strategic Co-Investments
OTHER,TRADITIONAL,high,medium,"Citi Ventures is the venture arm of a commercial/investment bank (Citi), making it a Bank_VC. However, the lack of specific information about its focus or investments makes the green focus classification medium.",8368,Citi Ventures
OTHER,GREEN_VC,medium,high,"Coughdrop Capital doesn't fit any of the defined investor types. However, given its absence of a clear affiliation with a government body, corporation, university, bank, or angel network, it is likely an independent private firm (IVC). Since there is no information available about the fund's mission",8378,Coughdrop Capital
OTHER,TRADITIONAL,low,low,"The name 'Cooperative Ventures' does not provide a clear indication of the investor type. Further research is required to determine if it is a government venture capital (GVC), corporate venture capital (CVC), independent venture capital (IVC), impact venture capital, bank venture capital, angel net",8419,Cooperative Ventures
OTHER,TRADITIONAL,low,low,"The name Crosslight Partners does not provide clear indication of the investor type. It could be an independent venture capital firm (IVC), but without further context, it's difficult to confirm.",8456,Crosslight Partners
GVC,TRADITIONAL,medium,medium,"Arkema is a French multinational chemical company, but no specific information was provided to determine if it's a government venture capital (GVC), corporate venture capital (CVC), independent venture capital (IVC), impact venture capital (Impact_VC), bank venture capital (Bank_VC), angel network, ",8466,Arkema
OTHER,GREEN_VC,medium,high,"The name 'Augere Health Food Fund' suggests a focus on health and food, which could be interpreted as a green venture. However, the lack of specific information makes it difficult to definitively classify this investor as GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, or University_VC.",8472,Augere Health Food Fund
OTHER,TRADITIONAL,low,low,"No description available to determine the investor type definitively. It could be an independent venture capital firm (IVC), a university-affiliated venture capital firm (University_VC), or an accelerator/incubator (OTHER). Without more information, it's impossible to classify the green focus.",8508,Waterline Ventures
OTHER,GREEN_VC,medium,high,"Tikura Ventures is not clearly tied to one of the defined owner types. However, given its focus on pre-seed and seed investments, it might be an independent venture capital firm (IVC) with a green focus.",8511,Tikura Ventures
GVC,GREEN_VC,high,high,"Colmeia Accelerator is powered by Galp, a Portuguese oil and gas company. As it is affiliated with a private corporation, it falls under the CVC category. However, since it is focused on creating sustainable solutions for a more sustainable future, it is classified as a GVC due to its government-bac",8524,Colmeia Accelerator
OTHER,TRADITIONAL,low,low,"No description provided to determine the investor type. Astro Capital may be a private firm, but without further information it cannot be definitively classified as IVC, CVC, Impact_VC, Bank_VC, Angel_Network or University_VC.",8544,Astro Capital
OTHER,TRADITIONAL,low,low,"The investor's name does not provide clear indications of its type. As no description is available, it cannot be definitively classified as a GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC, or OTHER. Similarly, the green focus cannot be determined without additional information.",8574,Claypond Capital Partners
GVC,GREEN_VC,high,high,"Clean Energy Fuels is a company focused on clean energy, which suggests it might be an independent private firm (IVC). However, given that it's a name suggesting government involvement in clean energy, it's classified as a Government Venture Capital (GVC) due to the strong association with governmen",8578,Clean Energy Fuels
OTHER,GREEN_VC,high,high,"The name 'Conscience VC' and the description 'Science Empowering Humanity' suggest that it is an independent venture capital firm focused on science-related projects, making it an IVC. However, the focus on 'humanity' and the absence of any clear affiliation with a government body, corporation, univ",8593,Conscience
OTHER,TRADITIONAL,medium,medium,"The description provided does not specify a clear ownership type or green focus. However, the lack of specific affiliation with a government body, corporation, university, bank, or angel network suggests it might be an independent venture capital firm (IVC). The absence of explicit green focus in th",8594,Conquest
OTHER,GREEN_VC,medium,high,"Wavemaker Labs does not fit the criteria for any of the defined investor types. However, given its name suggesting a focus on innovation and technology, it might be classified as an independent venture capital firm (IVC) or an accelerator/incubator (OTHER). Given the current context of increasing in",8617,Wavemaker Labs.
IVC,GREEN_VC,medium,high,"Time Zero Capital is an independent private firm not owned by government, a corporation, university, or bank. However, the description mentions 'responsible' and 'promising technology businesses', which could indicate a focus on green or ESG-aligned ventures.",8629,Time Zero Capital
OTHER,TRADITIONAL,low,low,"The name and description do not provide enough information to definitively classify this investor. It is neither a government venture capital (GVC), corporate venture capital (CVC), independent venture capital (IVC), impact venture capital (Impact_VC), bank venture capital (Bank_VC), angel network, ",8657,Texas Venture Labs Investment Competition
OTHER,GREEN_VC,medium,high,"The name 'Volve Capital' does not provide a clear indication of the investor type. However, considering the focus on 'Fueling Big ideas', it is likely that they are an independent venture capital firm (IVC). Given their emphasis on sustainability through the term 'big ideas', it is also reasonable t",8674,Volve Capital
OTHER,TRADITIONAL,low,low,"The name ChinaEquity Group does not provide a clear indication of its type. As there is no description available, it cannot be definitively classified as GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC, or OTHER. However, due to the lack of information suggesting a green focus, it is",8712,ChinaEquity Group
GVC,TRADITIONAL,medium,medium,"Trane Technologies is a company, not a government body or publicly-funded program, so it's not GVC. However, without specific information about its focus or investments, it cannot be definitively classified as CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC, or OTHER. As for the green foc",8718,Trane Technologies
OTHER,GREEN_VC,medium,high,"The name 'Vlight Capital' does not provide a clear indication of the investor type. However, considering it has a green focus, it is likely an independent private firm (IVC) or an impact venture capital fund (Impact_VC). Since no further information suggests it is affiliated with a government body, ",8728,Vlight Capital
OTHER,TRADITIONAL,low,low,"The investor's name does not provide clear indications of its type. Without a description, it cannot be definitively classified as GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC or OTHER.",8731,BM Mobility Ltd
OTHER,TRADITIONAL,low,low,"The description provided does not provide enough information to definitively classify this investor as a specific type. However, since the focus seems to be on closing the wealth gap in the United States, it is less likely to be a GVC or CVC focused on green investments.",8760,BEA Venture Fund
OTHER,TRADITIONAL,low,medium,"The name 'The Initiative for Industrial Innovator' does not clearly indicate a specific type of venture capital investor. Without further information, it cannot be definitively classified as GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC or OTHER.",8838,The Initiative for Industrial Innovator
GVC,GREEN_VC,high,high,"Winsoul Capital is a Chinese venture capital firm, and as it is affiliated with the Chinese government, it falls under the GVC category. Additionally, the firm's focus on providing both traditional and green venture capital services suggests a strong emphasis on environmental concerns, making it a G",8873,Winsoul Capital
OTHER,TRADITIONAL,low,low,"The investor's name does not provide a clear indication of its type. Without a description, it cannot be definitively classified as GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC or OTHER.",8926,Stalagnate Capital
GVC,TRADITIONAL,low,low,"No description provided, so it's not possible to definitively classify the investor as any specific type. However, given that there's no indication of a private corporation or university affiliation, and considering the broad nature of the name 'Steve Bolze', it seems unlikely that this is a CVC, Un",8953,Steve Bolze
OTHER,GREEN_VC,medium,high,"The name 'Stellar Solutions' does not provide a clear indication of the investor type. However, given the focus on crossing boundaries, it could suggest a mission-driven approach which aligns with Impact_VC or Green VC (GREEN_VC). Since no other information indicates affiliation with a government bo",8998,Stellar Solutions
Angel_Network,TRADITIONAL,high,medium,"CAV Angels is an angel network associated with the University of Virginia, making it a University_VC. However, there's no explicit mention of a green focus in their description, so the green focus is classified as TRADITIONAL. The confidence level is high for the investor type and medium for the gre",9013,CAV Angels
OTHER,TRADITIONAL,low,medium,"The investor's name does not provide clear indications of its type. As no description is available, it cannot be definitively classified as GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, or University_VC. However, based on the lack of information, it is likely NOT a green venture capital firm (GR",9036,Bluebirds Capital
OTHER,GREEN_VC,medium,high,"The name 'Era Capital' does not provide a clear indication of its type. However, given the focus on investing in companies, it is likely an IVC or CVC. The green focus is high due to the mention of investing in companies with a green focus.",9055,Era Capital
IVC,GREEN_VC,medium,high,"Acorn Pacific Ventures is an independent private firm not owned by government, a corporation, university, or bank. The focus on emerging technologies that harmoniously integrate digital and real-world elements to unlock capabilities of traditional industries and processeses in both digital and physi",9070,Acorn Pacific Ventures
GVC,TRADITIONAL,low,low,"3M is a multinational conglomerate corporation, not a government body or publicly-funded program. However, without specific information about its venturing activities, it's difficult to definitively classify it as CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC, or OTHER.",9076,3M
GVC,GREEN_VC,high,high,"The Stony Brook Foundation is affiliated with a university, making it a University_VC. However, since it's not explicitly stated to be an independent private firm or associated with a specific university (like Stanford StartX), it falls under the category of GVC as it's funded by a university.",9101,Stony Brook Foundation
OTHER,GREEN_VC,medium,high,"Stoic Venture Capital doesn't fall under any of the defined categories (GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC). However, given its name includes 'VC', it is likely an independent venture capital firm. The 'Green' focus is inferred from the name.",9138,Stoic Venture Capital
OTHER,TRADITIONAL,low,low,"The name does not provide enough information to definitively classify this investor as a specific type. It could be an independent venture capital firm (IVC), or it could be a combination of two entities (Stirling Operations and Angeli Capital). Without more context, I cannot determine the investor ",9143,Stirling Operations and Angeli Capital
IVC,GREEN_VC,high,high,"The investor, CEI Ventures, is an independent private firm not owned by government, a corporation, university, or bank. However, the description indicates that they focus on financing and growing businesses that create good jobs in areas overlooked by traditional VC firms and provide a living wage, ",9153,CEI Ventures
OTHER,TRADITIONAL,low,low,"No description provided to determine the investor type accurately. AG Ventures could potentially be an independent venture capital firm (IVC), but without further information, it's hard to classify.",9253,AG Ventures.
OTHER,GREEN_VC,medium,high,"The name 'i Net Zero' does not provide clear indication of the investor type or affiliation. However, given its focus on net zero emissions, it is likely a green venture capitalist (GVC).",9264,i Net Zero
GVC,GREEN_VC,high,high,"Brookfield Renewable Partners is a venture focused on renewable energy, which aligns with government-funded ventures. It's a subsidiary of Brookfield Asset Management, a global asset manager, but its focus on renewable energy suggests it's a green venture capital firm (GVC) rather than a CVC or IVC.",9307,Brookfield Renewable Partners
OTHER,GREEN_VC,medium,high,"The investor 'VCET Capital' does not fit into any of the defined categories (GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC) as per the given rules. However, based on the context and common practice in venture capital, it is likely an independent private firm (IVC). Since no specifi",9330,VCET Capital
OTHER,GREEN_VC,medium,high,"The name 'Stardust Startups' does not provide a clear indication of the investor type. However, since it has an international and a North Carolina branch, it might be a government-funded venture capital program (GVC) or a regional economic development agency. The green focus is high as it is mention",9343,Stardust Startups
OTHER,GREEN_VC,medium,high,"ALP.X Group is a development, holding and advisory company in the real assets space, which suggests it might be an independent private firm (IVC), but its focus on real assets implies it could also be a specialized investment vehicle of some kind. Given that it's not clearly tied to one owner type o",9345,ALP.X Group
Angel_Network,TRADITIONAL,high,medium,"Brown Angel Group is an angel network affiliated with a specific university, making it a University_VC. However, the description does not explicitly state a focus on green or climate projects, so the green focus is classified as TRADITIONAL with medium confidence.",9346,Brown Angel Group
OTHER,TRADITIONAL,low,low,No description available to determine the exact investor type. Stardust Equity might be an independent venture capital firm (IVC) or another type of OTHER.,9363,Stardust Equity
OTHER,TRADITIONAL,medium,low,"The name 'Expara' does not provide a clear indication of the type of investor it is. However, as it offers venture capital and acceleration services, it could potentially be classified as an IVC or CVC. Without more specific information about its ownership, it cannot be definitively categorized.",9371,Expara
OTHER,GREEN_VC,medium,high,"The investor name 'ANIMO Ventures' does not clearly indicate a specific type of venture capital investor. However, the description 'People Backing People' suggests a general focus on supporting people or individuals, which is more characteristic of an Angel Network or IVC. Given that there is no cle",9373,ANIMO Ventures
IVC,GREEN_VC,high,high,"Stata Capital Partners is an independent private firm not owned by government, a corporation, university, or bank. The description 'WE ARE HERE TO HELP CREATE A SCALABLE IMPACT' suggests a mission-driven focus, making it an Impact_VC.",9374,Stata Capital Partners
University_VC,TRADITIONAL,high,medium,"The University of Valencia is a public university and thus falls under the GVC category. However, since it doesn't explicitly focus on green or climate projects, its focus is considered traditional.",9399,University of Valencia
OTHER,GREEN_VC,medium,high,"Elpis Capital doesn't fit any of the defined categories exactly, but it seems to be a private venture capital firm with a focus on sustainable and impact investments. However, without more specific information about its ownership structure, I cannot confirm it as an IVC or Impact_VC with high confid",9429,Elpis Capital
OTHER,GREEN_VC,high,high,"The name 'Supernode' does not provide a clear indication of the investor type. However, given the description 'Invest in Solutions. SEE THE NEED BE THERE EARLY', it can be inferred that Supernode is an independent venture capital firm (IVC) with a focus on investing in solutions to various needs, wh",9434,Supernode
OTHER,TRADITIONAL,low,low,"No description provided for the investor, thus unable to definitively classify as any specific type. However, based on common naming patterns, it is unlikely that this is a government venture capital (GVC), corporate venture capital (CVC), impact venture capital (Impact_VC), bank venture capital (Ba",9472,Florian Leibert
PARSE_ERROR,PARSE_ERROR,low,low,"unparseable_response:  {
""investor_type"": ""CVC"",
""green_focus"": ""TRADITIONAL"",
""confidence_type"": ""high"",
""confidence_green"": ""low"",
""reasoning"": ""Uber is a non-government company, therefore it falls under the category of ",9473,Uber
OTHER,TRADITIONAL,low,low,"The name does not provide enough information to definitively classify this investor as a specific type. It is neither explicitly government-related (GVC), a corporate venture capital (CVC), university-affiliated (University_VC), independent private (IVC), impact-focused (Impact_VC), bank-affiliated ",9532,Suzhou Cross Currents Capital Management
GVC,TRADITIONAL,low,low,"No description provided, so it's difficult to determine the investor type with certainty. However, since no specific organization or affiliation is mentioned, it's unlikely to be a CVC, University_VC, Impact_VC, Bank_VC, Angel_Network, or OTHER.",9535,10
OTHER,TRADITIONAL,low,low,"The name 'Bragiel Brothers' does not provide enough information to definitively classify the investor as a specific type. It could be an IVC, Angel Network, or OTHER. Without additional context about their focus and affiliations, it is impossible to determine their green focus.",9538,Bragiel Brothers
OTHER,TRADITIONAL,low,low,"The name and description provided do not provide enough information to definitively classify the investor as a specific type. 'Braavos Investment Advisers' could potentially be an IVC, CVC, or OTHER depending on their ownership structure. Similarly, without additional context, it is impossible to de",9548,Braavos Investment Advisers
GVC,GREEN_VC,high,high,"Suzuki Global Ventures is a venture arm of a company, which suggests it might be a CVC. However, Suzuki is a well-known automotive manufacturer and it's likely that Suzuki Global Ventures is focused on investments related to the automotive industry, not ventures in general. Given that Suzuki has a g",9555,Suzuki Global Ventures
GVC,GREEN_VC,high,high,"ZTE Capital is a capital entity, likely a subsidiary or investment arm of ZTE Corporation, a Chinese multinational technology company. Given that it's a part of a corporation, it falls under the CVC category. However, since ZTE is a state-owned enterprise, ZTE Capital is actually a GVC as it is publ",9586,ZTE Capital
OTHER,GREEN_VC,medium,high,"The name 'Food Ventures' does not provide clear indication of the investor type or its affiliation. However, given the focus on food, it could potentially be a GVC if it is associated with a government body promoting sustainable agriculture or food technology.",9587,Food Ventures
GVC,TRADITIONAL,low,low,"No specific information provided about Elkem, but it's not a government entity as per GVC rules. Therefore, the investor type is classified as OTHER with low confidence.",9597,Elkem
OTHER,GREEN_VC,high,high,"The Agro Innovation Lab, while not explicitly a government venture capital investor, is focused on shaping the future of agriculture, which can be considered a green focus area. The name suggests it is an independent entity, making it other than GVC, CVC, University_VC, Impact_VC, or Bank_VC.",9600,Agro Innovation Lab
OTHER,GREEN_VC,medium,high,"The Advanced Industries Accelerator is not explicitly categorized as a government entity, corporation, university, bank, or angel network. However, given its name and potential focus on advanced industries, it might be associated with a state or regional economic development program, making it a GVC",9648,Advanced Industries Accelerator
OTHER,TRADITIONAL,low,low,"The investor name 'Spri Group' does not provide clear indications of its type. It could be an independent venture capital firm (IVC), a corporate venture capital (CVC) if it's associated with a specific company, or even an other type of organization. Without more context about the nature and focus o",9691,Spri Group
OTHER,GREEN_VC,low,high,"The name 'FirstTracks Ventures' does not provide a clear indication of the investor type. However, given the focus on 'VC', it is likely an independent venture capital firm (IVC). The 'GREEN_VC' classification is based on the fact that the firm's name suggests a focus on green ventures.",9699,FirstTracks Ventures
OTHER,TRADITIONAL,medium,low,"The investor 'Bridge Entrepreneurs Network' is not explicitly categorized as a government, corporation, university, bank, or angel network. However, without specific information about their focus on green ventures, it cannot be definitively classified as an Impact_VC or GVC.",9707,Bridge Entrepreneurs Network
GVC,GREEN_VC,high,high,"CLP-OSEG is a venture capital investor associated with CLP Holdings Limited, a Hong Kong-based power company. As it is publicly funded by a private corporation, it falls under the category of CVC. However, since it is a subsidiary of a power company, it's likely that its focus is on green energy pro",9710,CLP-OSEG
GVC,GREEN_VC,high,high,"CLP CICC Fund is a venture fund associated with CLP Group, a Hong Kong-based power company. As the fund is affiliated with a private corporation, it falls under the category of CVC. However, since CLP Group is not a government body, this investor is classified as GVC due to its association with a pr",9722,CLP CICC Fund
OTHER,TRADITIONAL,low,low,"The name 'Flipkart Leap' does not provide enough information to definitively classify it as a specific investor type. It could be an independent venture capital firm (IVC), a corporate venture capital (CVC) if Flipkart is a private corporation, or even an angel network or other type of investment gr",9724,Flipkart Leap
OTHER,GREEN_VC,medium,high,"The investor 'UpNorth Ventures' is not clearly tied to one of the defined owner types. However, given its focus on Nordic tech, it might have a green focus, making it a Green VC (GVC). The confidence is medium as there's no clear indication that it is a government-funded venture.",9761,UpNorth Ventures
PARSE_ERROR,PARSE_ERROR,low,low,"unparseable_response:  {
""investor_type"": ""OTHER"",
""green_focus"": ""TRADITIONAL"",
""confidence_type"": ""medium"",
""confidence_green"": ""high"",
""reasoning"": ""Wafra International Investment Company is not a government entity, cor",9779,Wafra International Investment Company
OTHER,TRADITIONAL,low,low,"No description provided for the investor, therefore it cannot be definitively classified as any specific type. However, based on common naming patterns, it is unlikely to be a government venture capitalist (GVC), corporate venture capitalist (CVC), independent venture capitalist (IVC), impact ventur",9788,Peter Ou
IVC,TRADITIONAL,medium,medium,"The investor is not a government entity, corporation, university, bank, or angel network. However, the lack of specific information about their focus areas makes it difficult to definitively classify them as a green venture capitalist.",9837,VI Ventures
GVC,TRADITIONAL,low,low,"No description provided, so unable to definitively classify as a specific investor type. However, given the lack of information about a private or corporate affiliation, it is unlikely to be CVC, IVC, Impact_VC, Bank_VC, or Angel_Network. Since there's no indication of a university affiliation eithe",9883,Peter Wolfensberger
GVC,TRADITIONAL,medium,medium,"The name Peugeot Invest suggests it is affiliated with the automotive company Peugeot, which could make it a CVC. However, without more specific information about its ownership and focus, it's classified as GVC due to potential ties to a private corporation.",9917,Peugeot Invest
GVC,TRADITIONAL,medium,medium,"The investor's name, Pharma Foods International Company, does not provide clear indications of its type. However, given that it is a company, it is not a government entity, university, bank, or angel network. Therefore, it is likely an IVC, but without further information, the classification is medi",9965,Pharma Foods International Company
GVC,GREEN_VC,high,high,"Qatar University is a government-run institution, making it a GVC. As a university, it also falls under the University_VC category but since it's a government body, it takes priority as GVC.",9972,Qatar University
OTHER,TRADITIONAL,medium,low,"The investor 'Urban Capital Network' is not clearly tied to one owner type as per the provided description. It could be an independent venture capital firm (IVC), angel network, or other types of investment groups.",9989,Urban Capital Network
GVC,GREEN_VC,high,high,"Wallenius Wilhelmsen is a shipping and logistics company, which suggests it's not an independent private firm (IVC), angel network, university VC, impact VC, bank VC or other. Given that it's a non-government company, it falls under the category of CVC. However, since it's a part of the shipping and",9994,Wallenius Wilhelmsen
GVC,GREEN_VC,high,high,"The name V. Balaji does not provide any clear indication of the investor's type or focus. However, as a venture capital investor, the lack of affiliation with a specific corporation, university, bank, or angel network suggests that this is likely an Independent Venture Capital (IVC) firm. Given that",9998,V. Balaji
